QuestionID,MCAN+ROBERTA,ImageID
510657006,8,510657
262396001,gray,262396
262404002,girl,262404
131335001,yes,131335
131335002,no,131335
131335003,0,131335
524333005,2,524333
283000,red,283
524575001,yes,524575
524575003,giraffe,524575
524577000,noon,524577
524577003,2 hours,524577
524577005,noon,524577
524577007,3,524577
524577008,3,524577
524577009,3,524577
524577013,noon,524577
524577016,2 hours,524577
524577020,noon,524577
524577026,roman,524577
524577027,roman numerals,524577
294006,no,294
294009,cooking,294
294011,utensils,294
294015,1,294
393511001,tea,393511
262440011,no,262440
393513004,skateboarding,393513
393513005,helmet,393513
393523004,yes,393523
524601003,4,524601
131386001,6,131386
262460000,books,262460
131390001,no,131390
131390002,cow,131390
262466001,vase,262466
262466002,window,262466
262466006,blue,262466
524611002,yes,524611
524611003,yes,524611
524611005,america,524611
262471002,nothing,262471
262471006,stop,262471
328001,military,328
393547001,chair,393547
262476001,4,262476
262476002,20,262476
524621010,yes,524621
524621012,yes,524621
524621013,yes,524621
524621024,grass,524621
524621026,many,524621
524621027,0,524621
524621028,at camera,524621
338001,noon,338
338002,cooking,338
524627002,blue,524627
393557000,3,393557
131416003,coca cola,131416
131418001,2,131418
524637004,tile,524637
524637007,lid,524637
393569001,bathroom,393569
393569002,towel,393569
524642003,books,524642
524642005,100,524642
262505004,6,262505
262509001,middle,262509
262509008,yes,262509
393583001,parking lot,393583
393583002,usa,393583
393583004,yes,393583
568040000,yes,568040
568040001,black,568040
262514000,yes,262514
262514002,cooking,262514
131444001,black,131444
43753000,sunny,43753
43753003,peace,43753
524665000,standing,524665
131453000,yes,131453
131453003,very,131453
262531007,2,262531
524681004,yes,524681
524681005,10,524681
400000,dog,400
524702001,no,524702
415003,kia,415
131493000,8,131493
131493002,freight,131493
131493003,3,131493
131497001,collar,131497
428000,necklace,428
428001,no,428
393647000,no,393647
393647001,0,393647
393647002,flag,393647
393647005,yes,393647
393647006,yes,393647
262576002,no,262576
73000,2,73
73003,,73
393659002,3,393659
131516000,yes,131516
262594002,nothing,262594
131527001,no,131527
393674000,yes,393674
393674004,0,393674
262605002,frisbee,262605
262605004,nothing,262605
262608003,no,262608
262609000,no,262609
262609002,sidewalk,262609
262609004,0,262609
262609009,yes,262609
262609010,4,262609
262609011,street,262609
262617000,red,262617
474001,white,474
262626004,white,262626
131557001,cheese,131557
131557002,flowers,131557
524775000,double decker,524775
524775002,50,524775
524775005,yellow and blue,524775
524775006,bus,524775
488003,10 feet,488
262642000,yes,262642
502001,yes,502
393720001,no,393720
262651000,1,262651
131581003,2,131581
262654001,yes,262654
262658000,3,262658
262658001,no,262658
520004,7,520
393743000,yes,393743
262672001,yes,262672
262672002,skiing,262672
262677001,red,262677
262677004,red and white,262677
524822001,sleeping,524822
524822012,1,524822
524822013,new york,524822
524822016,1,524822
536013,no,536
536015,no,536
536022,no,536
536025,black,536
536029,1,536
262682010,4,262682
262682017,2,262682
131611002,yes,131611
131611005,rocks,131611
131611007,yes,131611
131611012,zoo,131611
131611015,yes,131611
131612001,white,131612
544002,100,544
544004,unknown,544
544007,yes,544
544017,no,544
131617001,yes,131617
131617002,purple,131617
327771000,5,327771
327771001,no,327771
131627001,4,131627
524844002,in air,524844
524844010,wood,524844
524844014,2,524844
262703000,skiing,262703
262703002,long time,262703
393777004,clean,393777
393777005,no,393777
569005,kite,569
153013000,no,153013
153013001,no,153013
153013002,nothing,153013
139684000,white,139684
139684002,vase,139684
393804001,yes,393804
393804002,no,393804
131661003,no,131661
590001,yes,590
393809010,2,393809
393809012,brace,393809
393809017,0,393809
262738000,tv,262738
262738001,words,262738
393814000,salad,393814
393814001,4,393814
524887002,yellow,524887
524887004,yamaha,524887
524889006,shoes,524889
262746000,many,262746
437010001,phone,437010
437010002,0,437010
437010003,talking on phone,437010
437010004,talking,437010
393838000,no,393838
393838002,4,393838
393838003,peas,393838
393838004,carrots,393838
623002,no,623
187695001,cheese,187695
187695003,paper,187695
632000,mirror,632
632010,green,632
636000,toilet,636
641001,city,641
641003,3,641
393858001,,393858
87489001,yes,87489
87489003,downtown,87489
262800000,yes,262800
262800002,united,262800
262800005,6,262800
262800009,4,262800
393874001,shirt,393874
661000,bread,661
131743000,yes,131743
524962000,on ground,524962
675000,eating,675
675001,no,675
524979001,pitching,524979
693000,4,693
384101000,field,384101
524992000,man,524992
524992003,red and yellow,524992
711001,floral,711
711002,1,711
393928001,yes,393928
715000,0,715
715001,3,715
715004,orange,715
715006,yes,715
724002,nothing,724
724003,city,724
393942000,1 way,393942
262873001,1,262873
262873007,snowboarding,262873
730000,0,730
730003,fire,730
349647002,plate,349647
131804002,motorcycle,131804
525021002,no,525021
525021003,15,525021
525021005,0,525021
525021006,no,525021
525021007,no,525021
525021008,riding,525021
525024005,many,525024
525024011,triangle,525024
131815002,yes,131815
262895002,yes,262895
262895007,tie,262895
262895011,smile,262895
262895016,serious,262895
262895017,30,262895
262896000,yes,262896
262896003,soup,262896
43816003,blue,43816
43816010,dodgers,43816
43816012,catcher,43816
43816026,no,43816
757002,elephant,757
757006,no,757
757016,yes,757
757017,0,757
525050000,downtown,525050
525050004,main,525050
525050011,stop,525050
525050012,yes,525050
525050014,street,525050
525050015,stop,525050
525050021,stop,525050
393979001,right,393979
393979002,15,393979
764001,human,764
393984000,nothing,393984
393984002,woman,393984
393984003,chicken,393984
131841000,round,131841
525058004,yes,525058
525058008,7,525058
525058011,8,525058
775001,camera,775
775002,yes,775
775007,2,775
775009,no,775
776002,4,776
785001,background,785
785005,no,785
394002001,4,394002
131203000,words,131203
525077002,air canada,525077
525077004,canada,525077
394009001,yes,394009
262940002,united,262940
525087001,in air,525087
525087003,10,525087
525087004,2,525087
802004,no,802
371506000,yes,371506
371506002,yes,371506
371506003,sitting,371506
394033002,nothing,394033
394033003,food,394033
525106002,yes,525106
131895001,wild,131895
131895002,no,131895
827001,yes,827
836002,no,836
262985001,usa,262985
262985003,american,262985
262987001,bird,262987
262987002,bird,262987
131919000,bag,131919
131920002,coca cola,131920
262993000,horse,262993
262993003,horse,262993
524431002,no,524431
394079002,left,394079
131938000,bag,131938
263014001,young,263014
263014005,8,263014
263014010,yes,263014
872004,yes,872
873001,tower,873
525162001,2,525162
525170001,meat,525170
885001,kia,885
885002,adidas,885
885005,yes,885
885006,chase,885
885008,blue,885
885009,yes,885
885011,words,885
885013,words,885
885014,kia,885
885017,chase,885
885019,white,885
885022,yes,885
885024,tennis,885
885025,polo,885
885026,polo,885
885029,tennis,885
885030,chase,885
525183003,old,525183
131969004,building,131969
196759000,coca cola,196759
196759002,no,196759
196759003,coca cola,196759
263052002,nike,263052
394131002,logo,394131
394133001,brown,394133
394133006,brown,394133
394133008,white,394133
525208002,lights,525208
525211001,eating,525211
132001000,yes,132001
394157001,3,394157
132024006,1,132024
546292000,noon,546292
482719000,3,482719
969001,nike,969
969005,ball,969
969011,ball,969
969016,boy,969
132042000,30,132042
974000,both,974
974002,trunk,974
974003,yes,974
263120000,no,263120
985000,2,985
985005,bus,985
985006,bus,985
985008,yes,985
985012,graffiti,985
985014,yellow,985
985015,bus,985
985018,bus,985
394206004,2,394206
263136001,yes,263136
263136005,no,263136
263136006,girl,263136
132067001,no 1,132067
525286000,new,525286
1000000,tennis,1000
1000001,tennis racket,1000
263146000,dog,263146
132084000,motorcycle,132084
132084002,20,132084
263163000,yes,263163
1029002,clouds,1029
394246003,yes,394246
263177001,china,263177
263177002,restaurant,263177
263178001,apples,263178
263178003,6,263178
394251001,3,394251
394251002,parking lot,394251
394251003,yes,394251
394251004,yes,394251
394259000,1,394259
394259001,silver,394259
394259003,table,394259
132116002,0,132116
132121001,no,132121
132121002,yes,132121
525344000,yellow,525344
525344003,american,525344
263202000,p,263202
263202002,apple,263202
394275002,0,394275
132132003,bananas,132132
153094001,night,153094
153094004,night,153094
153094007,night,153094
132136000,middle,132136
132136001,20,132136
132136002,triangle,132136
132136009,3,132136
132136010,bird,132136
525354002,no,525354
394288001,neck,394288
394288002,paint,394288
525361000,2,525361
525361001,yes,525361
525361002,yes,525361
263223008,skiing,263223
525369000,yes,525369
525369003,yes,525369
525369009,nothing,525369
525373002,pizza,525373
525376000,4,525376
1089001,black,1089
1089002,restaurant,1089
394320000,red,394320
394322000,outside,394322
394322002,50,394322
263251000,in air,263251
132182001,home plate,132182
132182003,11,132182
394328000,wall,394328
394328003,no,394328
263258000,baseball field,263258
263258001,baseball field,263258
263258003,white,263258
132189000,1,132189
132189003,yes,132189
394334000,1,394334
394334001,12,394334
263268000,toilet,263268
263268002,wall,263268
423396000,gold,423396
423396001,wall,423396
423396002,night,423396
394352001,silver,394352
394352002,4,394352
1138000,fireplace,1138
1138005,bear,1138
263288001,scissors,263288
263288002,table,263288
263288003,water,263288
1146001,white,1146
1146003,suit,1146
1146009,2,1146
263292000,2 hours,263292
263292001,yes,263292
263292003,no,263292
263292004,yes,263292
1149000,old,1149
1149001,2,1149
1149003,airplane,1149
132223000,wii,132223
132223001,baseball,132223
1153001,bananas,1153
1153004,no,1153
1153006,yes,1153
1153008,3,1153
1153009,glass,1153
1153013,7,1153
263299001,yellow,263299
218646000,mountain,218646
1164000,yes,1164
1164002,elephant,1164
1171002,7,1171
1176003,circle,1176
263323000,3,263323
263323001,yes,263323
263323002,inside,263323
263323006,2,263323
1180000,no,1180
1180001,green,1180
132272001,words,132272
132272002,unknown,132272
394418001,wristband,394418
1205000,wood,1205
1205001,2,1205
263351001,yes,263351
263355002,3,263355
263355004,yes,263355
263359001,brown,263359
132288004,motion,132288
1228000,yes,1228
394449000,3,394449
263382001,12,263382
263382002,black,263382
394458000,no,394458
394458003,no,394458
132317000,nothing,132317
132317001,9,132317
263393001,yes,263393
525542000,4,525542
525542002,2,525542
525542003,22,525542
525542005,22,525542
525542006,24,525542
525542007,15,525542
525542008,downtown,525542
525542009,22,525542
132328001,no,132328
132329001,6,132329
525546001,tennis,525546
132336001,food,132336
132336002,multi colored,132336
132336005,yes,132336
132336006,yes,132336
132336007,stop,132336
132336008,can't tell,132336
132336010,nothing,132336
132336011,4,132336
8771002,no,8771
8771004,ride,8771
263412001,3,263412
263412003,yes,263412
263412005,noon,263412
525559000,3,525559
525559001,many,525559
568191002,brown,568191
525568005,yes,525568
263425000,yes,263425
263425001,nothing,263425
263428000,old,263428
132362000,rice,132362
1292000,yes,1292
1292005,brown,1292
394510000,3,394510
394510007,nothing,394510
394510009,electricity,394510
394510013,car,394510
394510015,skateboard,394510
394510023,purple,394510
1296001,nothing,1296
1296002,phone,1296
1296003,yes,1296
525587000,2000,525587
525587001,california,525587
394517002,yes,394517
132375000,pink,132375
525600002,zoo,525600
263463000,2,263463
132393001,0,132393
132393002,0,132393
327383000,nothing,327383
327383007,1,327383
525616001,yes,525616
263474000,blanket,263474
263474001,no,263474
132408001,5,132408
1340001,no,1340
1342000,4,1342
1342001,plane,1342
1342003,unknown,1342
1342009,office,1342
1342010,yes,1342
1342011,office,1342
1342013,daytime,1342
1342017,table,1342
1342018,plane,1342
1342024,unknown,1342
1342025,white,1342
1342028,yes,1342
1342030,nothing,1342
1342032,scissors,1342
1342034,unknown,1342
1342036,paper,1342
1342038,person,1342
1342042,yes,1342
1342043,yes,1342
1342044,newspaper,1342
1342045,2,1342
1342046,yes,1342
1342050,white,1342
1342051,1,1342
1342052,yes,1342
1342056,nothing,1342
1342061,cooking,1342
1342063,people,1342
1342066,book,1342
1342068,unknown,1342
1342069,0,1342
1342072,books,1342
1342073,words,1342
1342074,unknown,1342
1342079,scissors,1342
1342083,scissors,1342
1342085,plane,1342
1342086,2000,1342
132415002,no,132415
132415006,ceramic,132415
132415007,no,132415
132415013,0,132415
132415015,4,132415
132415017,restaurant,132415
132415024,large,132415
1347001,mouse,1347
1347002,black,1347
1353002,room,1353
1353003,people,1353
525646004,broccoli,525646
525646005,broccoli,525646
525646007,yes,525646
525646008,broccoli,525646
525646011,pan,525646
174989001,talking,174989
1374000,2,1374
1374001,nowhere,1374
1374003,yes,1374
525665001,4,525665
525665004,no,525665
525665010,beach,525665
525665014,yes,525665
525666003,red,525666
525667002,unknown,525667
554340000,rock,554340
394608000,fun,394608
1393002,no,1393
525682001,horse,525682
525682002,0,525682
394611005,walking,394611
1398000,jeans,1398
525702000,yes,525702
525702004,stop,525702
525702008,1,525702
525702009,no,525702
525702013,talking,525702
525705001,batter,525705
525705003,yes,525705
394635000,people,394635
65773002,floor,65773
132499001,noon,132499
132499005,noon,132499
1436000,2,1436
1436004,nothing,1436
132509000,walking,132509
132509004,no,132509
263586002,20,263586
394659000,white,394659
394663000,grass,394663
394663001,head,394663
263594002,0,263594
394677000,black,394677
1464002,skiing,1464
394681000,words,394681
394681001,no,394681
394681003,road,394681
263612000,collar,263612
263612007,mutt,263612
263613000,gothic,263613
263613001,cow,263613
132544000,black,132544
525762001,5,525762
525762004,tennis court,525762
525763000,8,525763
525763002,yellow,525763
301201000,4,301201
132554002,yes,132554
132554013,2000,132554
525777000,train,525777
1490005,surfing,1490
331753002,little,331753
394715002,paint,394715
394715003,phone,394715
394715004,yes,394715
394715006,noon,394715
394715008,can't tell,394715
394715009,computer,394715
394715011,off,394715
262394003,2,262394
263647002,white,263647
132587001,nike,132587
263664002,1,263664
263664003,yes,263664
263664006,jacket,263664
263668000,walk,263668
263668001,usa,263668
1525000,airport,1525
1525005,airport,1525
1525006,airport,1525
1525014,airport,1525
1532000,25,1532
1532002,2,1532
1532003,unknown,1532
502698000,0,502698
502698001,yes,502698
132612001,zoo,132612
132612002,unknown,132612
132612003,eating,132612
132615000,nowhere,132615
22103000,nothing,22103
263696001,yes,263696
263696003,2,263696
263700001,noon,263700
394773003,round,394773
394773004,seat,394773
525849000,pictures,525849
525849001,glass,525849
1563000,skis,1563
1563001,no,1563
1563002,green,1563
1573001,1,1573
1573003,food,1573
1573004,yes,1573
1577001,little,1577
132652003,yes,132652
132652008,yes,132652
132652010,yellow,132652
132652013,wall,132652
132652014,yes,132652
525869002,4,525869
415325001,warning,415325
1584005,downtown,1584
1584006,bus,1584
1584007,38,1584
1584008,4,1584
1584009,4,1584
1584011,4,1584
1584012,front,1584
1584015,24,1584
1584017,long,1584
394801001,apples,394801
394801002,basket,394801
1590000,door,1590
1590002,yes,1590
1591001,yes,1591
1592000,yes,1592
1599001,nowhere,1599
371638003,0,371638
22113000,red,22113
22113001,yes,22113
22113003,yes,22113
525903000,broccoli,525903
525903002,vegetables,525903
132689000,no,132689
132689001,wooden,132689
132690002,yes,132690
525908002,hair,525908
394840002,right,394840
132702000,broccoli,132702
263780002,drinking,263780
263780003,4,263780
263780009,yes,263780
22118000,3,22118
22118001,3,22118
22118004,15,22118
1647001,scissors,1647
263793000,horses,263793
263793001,1,263793
263793005,outside,263793
263793006,horse,263793
1655007,selfie,1655
132733001,cake,132733
196885003,blue,196885
1667000,toothbrush,1667
1667001,flowers,1667
1667002,toothbrush,1667
1668000,dodgers,1668
1668001,dodgers,1668
1668002,2,1668
1682002,ball,1682
1682008,no,1682
525971000,5,525971
263828000,harley,263828
393497001,no,393497
394904002,south,394904
263834002,china,263834
263834003,police,263834
263834004,words,263834
525988004,christmas,525988
525988011,person,525988
525988015,yes,525988
525988017,christmas,525988
525988018,1,525988
525988020,bedroom,525988
525988025,big,525988
525988027,teddy bear,525988
132776002,yes,132776
526000000,yes,526000
526000001,0,526000
263858002,2,263858
526004001,no,526004
132791003,home,132791
263866000,unknown,263866
263866001,yes,263866
263866003,yes,263866
526021000,yes,526021
131361009,yes,131361
263881004,trees,263881
1739001,no,1739
526040000,snow,526040
526044000,grass,526044
526044005,cow,526044
526044008,yes,526044
526044011,yes,526044
526044015,water,526044
526044017,standing,526044
1757003,,1757
1779000,0,1779
1779001,,1779
132860000,brown,132860
132860002,phone,132860
132861002,noon,132861
132861003,3,132861
132861004,1,132861
132861006,8,132861
437205006,1,437205
437205010,4,437205
437205016,boy,437205
1799000,no,1799
1799001,yes,1799
1799003,food,1799
526089003,0,526089
427783001,white,427783
526103001,fence,526103
526103002,no,526103
263966001,black,263966
263969000,light,263969
263973000,girl,263973
263973003,yes,263973
263973006,black,263973
526126002,no,526126
502749002,summer,502749
1840000,yellow,1840
1840001,high,1840
1840002,umbrella,1840
1841001,3,1841
1841002,red,1841
526133001,1,526133
526133002,blue,526133
1852000,blonde,1852
132931000,yes,132931
132931002,5,132931
395083006,many,395083
395083007,no,395083
395083009,15,395083
264017000,counter,264017
264017002,yes,264017
44003000,main,44003
44003001,0,44003
44003002,20,44003
44003004,1 way,44003
264032002,silver,264032
264032004,blue,264032
395113003,6,395113
395113005,4,395113
526186000,cup,526186
526186003,3,526186
526188003,triangle,526188
1903002,left,1903
395124000,20,395124
395124005,rectangle,395124
395124007,tree,395124
395124008,wall,395124
526197004,1,526197
526197005,1,526197
526197006,unknown,526197
205196000,3,205196
205196001,3,205196
205196003,dessert,205196
175082000,food,175082
175082002,sandwiches,175082
132992000,3,132992
133000001,nothing,133000
133000002,bridge,133000
133000003,new york,133000
133000009,white,133000
133002004,3,133002
133002005,4,133002
526222000,nike,526222
502766001,sheep,502766
306159003,2,306159
1948001,10,1948
1948002,bird,1948
133025001,0,133025
133025002,ball,133025
1955000,3,1955
1960002,blue,1960
133034000,sony,133034
133034005,no,133034
133034006,black,133034
133034010,5 years,133034
395180001,boating,395180
264110003,teddy bear,264110
526256000,3,526256
395185001,cross,395185
395185002,0,395185
133042000,14,133042
133042004,12,133042
133042007,umpire,133042
133042008,baseball,133042
133042011,dodgers,133042
133042012,umpire,133042
264121004,back,264121
133050003,red,133050
133050006,1,133050
133050008,1,133050
133050009,cutting board,133050
133050010,yes,133050
133051002,red,133051
153249002,people,153249
153249006,skateboarding,153249
1993002,no,1993
395210000,4,395210
395210001,wall,395210
395210002,4,395210
395210003,2,395210
395210005,noon,395210
175096002,yes,175096
2006003,0,2006
264155005,unknown,264155
264155006,yes,264155
264155011,coca cola,264155
395230000,silver,395230
395230001,outside,395230
395230002,sedan,395230
395230003,no,395230
133087001,yes,133087
264161000,clothes,264161
264161004,black,264161
264161005,0,264161
264161008,solid,264161
165919000,yes,165919
165919001,english,165919
165919002,sign,165919
526319001,milk,526319
133104005,yes,133104
526321004,dell,526321
264180002,happy,264180
175102000,banana,175102
175102001,i don't know,175102
175102003,banana,175102
264191000,black and white,264191
133125001,blue and white,133125
526342002,blue,526342
526342005,food,526342
133131001,no parking,133131
133131004,graffiti,133131
2061000,water,2061
526353001,traveling,526353
526353003,yes,526353
526353004,building,526353
526353005,luggage,526353
395283001,blue,395283
133142000,camera,133142
526359002,ceiling,526359
526359004,0,526359
395289000,wall,395289
395291000,2,395291
395291002,brown,395291
395291004,glove,395291
395291005,no,395291
395291007,throw,395291
526364001,0,526364
526364003,no,526364
526364004,2,526364
133149001,10,133149
526368001,3,526368
415408000,sidewalk,415408
415408005,red,415408
415408006,red,415408
415408009,nothing,415408
526371002,cold,526371
133161000,white,133161
133161001,lemon,133161
133161003,white,133161
133161004,no,133161
133161005,store,133161
133161006,1,133161
526392001,snow,526392
526394000,0,526394
395324000,harley,395324
395324002,yes,395324
395324003,0,395324
395324008,yes,395324
415413001,yes,415413
415413002,night,415413
526401001,road,526401
526401002,police,526401
526401003,yes,526401
133195002,noon,133195
133195004,yes,133195
526414000,no,526414
395343000,6,395343
264279001,front,264279
264279003,no,264279
526425001,lab,526425
526425003,lab,526425
133210000,4,133210
2139000,no,2139
2139002,bike,2139
2139004,yes,2139
395364000,1,395364
395364002,umbrellas,395364
2149001,0,2149
2149002,2,2149
2153000,yes,2153
2154001,yes,2154
131431000,stone,131431
131431004,noon,131431
131431006,yes,131431
131431007,white,131431
526446000,13,526446
133233002,background,133233
395379002,3,395379
395379003,10,395379
2164002,white,2164
133237000,very big,133237
395382000,car,395382
526456002,no,526456
526456003,trash can,526456
395388001,camera,395388
133251001,mutt,133251
133251008,lab,133251
133251011,lab,133251
133251013,couch,133251
133251020,no,133251
133251022,dog,133251
395402005,playing,395402
395402006,heart,395402
526486002,decoration,526486
526486003,orange,526486
133279000,white,133279
133279002,10,133279
2212006,sleeping,2212
153288001,no 1,153288
395452003,yes,395452
264382003,no,264382
2239001,professional,2239
2239002,w,2239
2239006,hard,2239
2239009,yellow,2239
2240000,5,2240
2240001,teddy bears,2240
264385001,0,264385
395463002,no,395463
395463005,cake,395463
395463007,cake,395463
395463008,yes,395463
526536007,yes,526536
133327002,no,133327
526555000,yes,526555
526555002,3,526555
526555003,dots,526555
526555004,red,526555
526555005,4,526555
526555006,2,526555
133343002,sunglasses,133343
264420002,head,264420
264420003,zoo,264420
264423002,1,264423
264424003,25,264424
480173002,1,480173
480173005,green,480173
2290001,no,2290
526580006,jeans,526580
526580009,wii controllers,526580
526580013,nothing,526580
2295001,floor,2295
2295002,yes,2295
2295005,real,2295
395512001,yes,395512
264441002,cat,264441
2299000,20,2299
2299001,20,2299
2299002,no,2299
133377001,yes,133377
133377002,yes,133377
264454001,4,264454
133386000,low,133386
133386003,black,133386
133386006,stairs,133386
133386011,6,133386
133386013,4,133386
133386020,yes,133386
387000,left,387
387001,dell,387
387003,2,387
395550000,yes,395550
264482001,yes,264482
264482002,yes,264482
133412002,cheese,133412
22236000,no,22236
22236002,24,22236
2346002,yes,2346
264497002,dress,264497
526645000,no,526645
526645001,no,526645
526645004,standing,526645
526645006,yes,526645
395575000,no,395575
264506002,no,264506
526654001,0,526654
526654002,no,526654
2388002,brush,2388
2388004,yes,2388
395606000,,395606
395606003,no,395606
133464000,keyboard,133464
264540000,oak,264540
264540002,american,264540
133470000,4,133470
133470001,boat,133470
133470003,water,133470
133470004,0,133470
133470005,yes,133470
133470006,surfing,133470
133476003,beer,133476
133476007,yes,133476
133476012,roast beef,133476
133476015,yes,133476
133476018,no,133476
133476019,beer,133476
395621004,4,395621
395621007,6,395621
395621008,4,395621
133485000,unknown,133485
475813001,concrete,475813
475813003,flowers,475813
395634002,bikes,395634
526711001,united,526711
395644001,3,395644
526721002,table,526721
526723002,black,526723
526723014,no,526723
526728001,airport,526728
502001001,phones,502001
502001004,yes,502001
526732001,1,526732
395665002,no,395665
69914003,clock,69914
69914005,stove,69914
69914008,glove,69914
69914010,chair,69914
526751002,yes,526751
526751003,no,526751
526751005,water,526751
133537000,silver,133537
526756000,good,526756
526756001,6,526756
502854002,sitting,502854
264615000,5,264615
264615001,5,264615
526762001,6,526762
264619005,yes,264619
2477001,sitting,2477
2477002,chair,2477
526767005,yes,526767
526767006,bathroom,526767
264625004,coffee,264625
133556000,no,133556
526778002,ski,526778
395714001,10,395714
133571002,farm,133571
264654000,2,264654
264654001,yes,264654
526800001,10,526800
526800002,catcher,526800
526801003,computer,526801
526801004,4,526801
264659001,seagulls,264659
264660001,pictures,264660
264660003,pictures,264660
2521001,0,2521
2521005,right,2521
2521007,street,2521
2521008,right,2521
2521010,no,2521
2521013,no,2521
2521014,turn,2521
2521017,graffiti,2521
2521020,nothing,2521
133596000,0,133596
2525000,3,2525
2525002,lot,2525
262565002,25,262565
2529002,2,2529
2529003,brick,2529
2529004,short,2529
2529007,4,2529
2529008,no,2529
2532001,unknown,2532
395749002,3,395749
395749003,ocean,395749
395749004,3,395749
395752002,don't know,395752
395752003,green,395752
264683001,delta,264683
264686000,1,264686
264686001,2,264686
264686002,flat,264686
133620000,yes,133620
133620003,no,133620
133622003,rice,133622
133622008,rice,133622
22271002,stop,22271
133629000,yes,133629
133631000,adult,133631
2562003,0,2562
133636000,9,133636
133636002,9,133636
133645003,ferry,133645
264718000,short,264718
264718003,green,264718
264718004,green,264718
133648000,no,133648
133648001,no,133648
133648002,gray,133648
395801002,people,395801
395801007,noon,395801
264730000,1,264730
264730001,night,264730
2587001,banana,2587
2592000,nothing,2592
2592002,0,2592
131504001,noon,131504
131504003,top,131504
133667001,chair,133667
526892000,electric,526892
526892001,standing,526892
133679003,0,133679
133680003,street,133680
133680008,bike,133680
133680009,1,133680
264753000,,264753
2613005,ocean,2613
2613010,yes,2613
2613011,1,2613
395831000,sandwich,395831
133690005,0,133690
133693000,unknown,133693
133693001,unknown,133693
133693003,0,133693
133693004,left,133693
133693005,lights,133693
133693009,stop,133693
133693013,0,133693
133693016,0,133693
133693019,p,133693
133693020,0,133693
133693022,0,133693
133693023,unknown,133693
264769000,2,264769
264769005,open,264769
264769006,table,264769
264769010,dining room,264769
133698002,no,133698
133698003,yes,133698
395849000,parked,395849
2640003,4,2640
526933000,yes,526933
395865000,unknown,395865
395865002,fire hydrant,395865
526940000,food,526940
526940002,toy,526940
262587002,0,262587
264805000,marble,264805
264805001,floor,264805
264805003,blue,264805
526955000,nothing,526955
526955003,bear,526955
526956000,6,526956
526956002,2,526956
526962002,no,526962
526962006,cat,526962
526962007,bottom,526962
526962008,no,526962
526962012,yes,526962
526962013,fall,526962
526962016,toy,526962
526962017,sleeping,526962
264819001,triangle,264819
264819002,0,264819
133750000,3 feet,133750
568425000,1,568425
568425002,red,568425
2684002,2,2684
2685002,3,2685
395903000,2,395903
395904002,christmas,395904
395904003,food,395904
2690000,water,2690
2690002,many,2690
264853000,sunglasses,264853
264855000,10,264855
264855002,yes,264855
264855003,nothing,264855
264855004,sitting,264855
395928002,10,395928
527002002,rope,527002
527002003,no,527002
